,title,casts
1075,极盗者,"卢克·布雷西,埃德加·拉米雷兹,泰莉莎·帕尔墨,雷·温斯顿"
1076,湄公河行动,"张涵予,彭于晏,陈宝国,"
1077,天将雄师,"成龙,约翰·库萨克,艾德里安·布洛迪,崔始源,林鹏,王若心,肖央,王太利"
1078,地牢围攻3,"多米尼克·珀塞尔,拉里特萨·帕斯卡莱瓦,巴沙"
1079,攻壳机动队,"斯嘉丽·约翰逊,皮鲁·埃斯贝克,北野武,朱丽叶·比诺什,迈克尔·皮特,黄经汉,丹妮西娅·萨马尔,拉札勒斯·雷图勒,泉原豊,托万达·马尼莫,彼得·费迪南多,安娜玛丽亚·玛琳卡,丹尼尔·亨绍尔,安德鲁·斯特林,桃井薰,查尔斯·欧比,福岛莉拉,约瑟夫·纳瓦胡,迈克尔·维克特"
1080,闪电巡逻队,乔尔·约瑟夫·拉斯迪恩DavidKau
1081,血浓于罪,"米夏埃尔·法斯本德,布莱丹·格里森,西恩·哈里斯,罗里·金奈尔,琳赛·马歇尔,托尼·威,杰拉德·基恩斯,保罗·布莱克维尔"
1082,大墙无言,吕丽萍
1083,烈日迷踪,"乔什·杜哈明,乔什·维金斯,琳恩·柯林斯,艾玛·福尔曼"
1084,新地雷战：神勇小子,"马英哲,涓子,苏俣,林强"
1085,与我们的心快乐,"ArmaanJain,DeekshaSeth,RohiniHattangadi,GautamiKapoor,RahulDevShetty"
1086,超凡战队,"戴克·蒙哥马利,娜奥米·斯科特,RJ·赛勒,林路迪,贝姬·戈麦斯"
1087,狂野飞车,"安娜塔莉亚·沙迪科娃,米歇尔·法布里斯,索博尔奇,安东·夏波瓦洛,吉拉德卡·伊莉娜,何子健,何伟"
1088,鬼怒川,"茅瑛,高远,白鹰"
1089,暗杀,"全智贤,李政宰,河正宇,吴达洙"
1090,谜城,"古天乐,余文乐,佟丽娅,张孝全,谢天华,元秋,李灿森,伍允龙,姜皓文,林子善,任达华,高捷,马浴柯,谭炳文"
1091,伪造者,"约翰·特拉沃尔塔,詹妮弗·艾莉,安松·蒙特,克里斯托弗·普卢默"
1092,忍者刺客,"郑智薰,娜奥米·哈里斯,兰德尔·杜克·金,Yoon,Sungwoong"
1093,神秘仙境,"Pål,Sverre,Hagen,Nicolai,Cleve,Broch,比约恩·桑德奎斯特"
1094,机器人战警,"迈克尔·加·怀特,卡丹·哈迪森,兰迪·韦恩"
1095,悬战,"焦恩俊,连凯,林津锋,韩秋池,戚云鹏,彭博,高菲,胡双泉"
1096,斩尽杀绝,"JohnnyMessner,,ChiaHuiLiu,JoeLewis"
1097,城市战士,"MikeMöller,VolkramZschiesche,OliverJuhrs"
1098,雷霆卡丁,"乔治•苏尔索GeorgSulzer,玛雅•劳特巴赫MayaLauterbach,SamuelJakob"
1099,美国狙击手,"布莱德利·库珀,西耶娜·米勒,凯尔·加尔纳,卢克·葛莱姆斯"
1100,救火英雄,"谢霆锋,余文乐,任达华,胡军,白冰,陈伟霆,安志杰,谭耀文,廖启智,吴浩康,卫诗雅,关智斌,洛诗,刘伟强,邵音音,冼色丽,洪卓立,刘洵"
1101,忍者2：撕裂的暗影,"斯科特·阿金斯,维他亚·潘斯林加姆,小杉健,蒂姆·曼,罗恩·斯穆安伯格,Charlie,Ruedpokanon,肘井美佳,Erika,Nagamine,菅田俊,Kazu,Patrick,Tang,Mukesh,Bhatt,Jawed,El,Berni,David,Bueno,Tawatwong,Piyacysin,Yuhkoh,Matsuguchi"
1102,我是谁2015,"王海祥,姚星彤,张蓝心,于荣光,卢惠光,杨政,何华超"
1103,重获光明之旅,"MichaelBemister,AdamBesse,RobBeare"
1104,一号化妆间,"田少波,王尧,张婷婷"
1105,哥斯拉,"亚伦·泰勒-约翰逊,卡梅隆·CJ·亚当斯,渡边谦,布莱恩·科兰斯顿,伊丽莎白·奥尔森,卡森·波尔德"
1106,魔警,"吴彦祖,张家辉,思漩,安志杰,廖启智,林嘉华,李国麟,欧锦棠,陈芷菁,梁焯满"
1107,罗宾汉,"罗素·克劳,凯特·布兰切特,马克斯·冯·叙多夫,威廉·赫特,马克·斯特朗,奥斯卡·伊萨克,丹尼·赫斯顿,艾琳·阿特金斯,马克·阿蒂,马修·麦克费登,凯文·杜兰,斯科特·格瑞恩斯,阿兰·杜伊尔,道格拉斯·霍奇斯,蕾雅·赛杜,乔纳森·扎凯,杰拉德·迈克索利,维利贝·托皮奇,夏兰·弗林,西蒙·迈克伯尼,丹妮斯·高夫,托马斯·阿诺德,皮普·卡特,马克·路易斯·琼斯,布隆森·韦伯,德尼·梅诺谢,杰米·比米什,"
1108,泰山归来：险战丛林,"亚历山大·斯卡斯加德,玛格特·罗比,塞缪尔·杰克逊,克里斯托弗·沃尔兹,杰曼·翰苏"
1109,诸神之战,"萨姆·沃辛顿,杰玛·阿特登,麦斯·米科尔森,拉尔夫·费因斯,连姆·尼森,尼古拉斯·霍尔特,艾莉克莎·黛瓦洛斯,杰森·弗莱明"
1110,拳皇,"李美琪,肖恩·法瑞斯,雷·帕克,叶芳华,李威尹,神奈川宏幸,莫妮卡·甘德顿,廖碧儿,大卫·雷奇"
1111,移动迷宫,"迪伦·欧布莱恩,阿梅尔·艾米恩,李起弘,布雷克·库珀,托马斯·布罗迪-桑斯特"
1112,僵尸世界大战,"布拉德·皮特,米瑞·伊诺丝,马修·福克斯,埃里克·韦斯特"
1113,庞贝末日,"基特·哈灵顿,凯瑞-安·莫斯,艾米莉·布朗宁,阿德沃尔·阿吉纽依-艾格拜吉,杰西卡·卢卡斯,杰瑞德·哈里斯,乔·平格,基弗·萨瑟兰,库里·格拉汉姆,罗恩·肯内尔,萨沙·罗伊茨"
1114,全球风暴,"杰拉德·巴特勒,吉姆·斯特吉斯,艾比·考尼什,亚历山德拉·玛丽亚·拉娜,吴彦祖,欧赫尼奥·德尔维斯"
1115,德古拉元年,"卢克·伊万斯,莎拉·加顿,多米尼克·库珀,阿特·帕金森"
1116,暗夜逐仇,"连姆·尼森,乔尔·金纳曼,珍尼希斯·罗德里格兹,艾德·哈里斯"
1117,天龙特攻队,"连姆·尼森,布莱德利·库珀,沙尔托·科普雷,奎顿·杰克逊"
1118,雷霆沙赞！,"扎克瑞·莱维,马克·斯特朗,亚瑟·安其,杰克·迪伦·格雷泽"
1119,惩戒者,"杨东根,朱相昱,李泰林"
1120,燃烧,"亚历克斯·冈萨雷斯,阿德里亚娜·乌加特,阿尔维托·阿曼"
1121,赏金猎人,"李敏镐,钟汉良,唐嫣,徐正溪,吴千语,樊少皇,金瑜美"
1122,海军陆战队员3：国土防线,"迈克·米赞尼,尼尔·麦克唐纳,阿什丽·贝尔,Camille,Sullivan,迈克尔·艾克朗德,达伦·萨赫拉维,Jeffrey,Ballard,艾力克斯·保诺维奇"
1123,惊天解密,"劳米·拉佩斯,奥兰多·布鲁姆,托妮·科莱特,迈克尔·道格拉斯,约翰·马尔科维奇"
1124,王者之剑,"杰森·莫玛,朗·普尔曼,罗丝·麦高恩,史蒂芬·朗"
1125,杀破狼2,"托尼·贾,吴京,任达华,"
1126,午夜种马,"ChelahHorsdal,MattMazur,DavidOrth"
1127,霹雳囧花,"周秀娜,余晓彤,卢颂之"
1128,会计刺客,"本·阿弗莱克,安娜·肯德里克,J·K·西蒙斯,乔·博恩瑟"
1129,特殊身份,"甄子丹,景甜,安志杰,张涵予,郑中基,邹兆龙,鲍起静,卢惠光,吴志雄,杨志刚,何华超,尹子维"
1130,冲锋战警,"任达华,李灿森,邵美琪,林雪,王紫逸,牛萌萌,卢惠光,李曼筠,卢海鹏,张兆辉,李金江"
1131,末日杀神,"乔尔·托雷,杰拉德·安德森,皮奥洛·帕斯奎尔,Joey,Marquez,迈克尔·德·梅萨,Leo,Martinez,安吉尔·阿基诺,Vivian,Velez,莎尔娜·玛格达瑶,William,Martinez,Rayver,Cruz,Empress,Schuck"
1132,侠探西蒙,"艾丽莎·杜什库,托马斯·克莱舒曼,格雷戈·格伦伯格,赛米·汉拉缇,雅尼·吉尔曼"
1133,绝地逃亡,"成龙,范冰冰,约翰尼·诺克斯维尔,曾志伟,王敏德,赵文瑄,伊芙·托雷斯,郭品超,施诗,延政勋,张蓝心,吉丽,托马尔·奥兹,保罗·菲利普·克拉克,吴耀汉"
1134,一号目标,"蒋勤勤,刘小锋,孙茜,张瑶,穆雷克,张晨光,果靖霖,林栋甫,刘欣,黄薇,翟万臣,薛山,孙维民"
1135,王牌特工：特工学院,"塔伦·埃格顿,科林·费尔斯,塞缪尔·杰克逊,迈克尔·凯恩,马克·斯特朗,索菲·库克森,索菲亚·波多拉"
1136,目标战,"吴其江,宁宁,聂远,曹凯,刘之冰,侯世甲"
1137,骇客交锋,"克里斯·海姆斯沃斯,汤唯,王力宏,维奥拉·戴维斯"
1138,欢迎来到我的世界,"克里斯汀·韦格,韦斯·本特利"
1139,冰峰游戏,"塞缪尔·杰克逊,雷·史蒂文森,吉姆·布劳德本特,泰德·拉文"
1140,机器人帝国,"吉莲·安德森,本·金斯利,卡兰·麦克奥利菲,杰拉丁妮·詹姆斯"
1141,一个人的武林,"甄子丹,王宝强,杨采妮,白冰,方中信,樊少皇,释彦能,姜大卫,喻亢,思漩,吴浩康,纪焕博,王嘉慧,张文杰,刘伟强,郭子健,孟海,邹文怀,袁祥仁,张蓝心,元彬"
1142,绣春刀,"张震,刘诗诗,王千源,李东学,聂远,金士杰,叶青,周一围,朱丹,赵立新,叶项明"
1143,战狼,"吴京,余男,倪大红,"
1144,蜘蛛侠：英雄归来,"汤姆·霍兰德,小罗伯特·唐尼,玛丽莎·托梅,迈克尔·基顿,雅各布·巴特朗"
1145,蝙蝠侠大战超人：正义黎明,"本·阿弗莱克,亨利·卡维尔,艾米·亚当斯,盖尔·加朵"
1146,美国劫案,"海登·克里斯滕森,艾德里安·布洛迪,乔丹娜·布鲁斯特,Aaron,V.,Williamson,劳拉·凯洛蒂,埃琳娜·桑切斯,托利·基特尔斯,Divine,Prince,Ty,Emmecca,乔·克里斯特,约翰·阿米乔,Luis,Da,Silva,Jr.,贾德·罗德曼,阿肯,兰斯·E·尼克尔斯,Jazzy,Ellis"
1147,神之一手,"郑雨盛,安圣基,李诗英,安吉江,崔振赫,金仁权,李凡秀,李涛景,郑海钧,安瑞贤,裴晟祐"
1148,贵族大盗,"约翰尼·德普,格温妮斯·帕特洛,保罗·贝坦尼,伊万·麦克格雷格"
1149,冰封侠：时空行者,"甄子丹,黄圣依,王宝强,任达华"
1150,自由之子,"塔梅尔·哈桑,凯斯·大卫,伊利斯,莱韦斯克,马克·谢泼德,Neil,"
1151,岭城兄弟情,"大佛,利哥"
1152,怪兽卡车,"卢卡斯·提尔,简·拉维,托马斯·列农,巴里·佩珀,罗伯·劳,丹尼·格洛弗,艾米·莱安,霍特·麦克卡兰尼,弗兰克·威利,阿莉娅·奥伯里恩,丹尼尔·巴孔,法斯蒂"
1153,猛虎之家,"卡雅·斯考达里奥,多格雷·斯科特,艾德·斯克林,兰利·柯克伍德,布兰登·奥雷"
1154,钟馗伏魔：雪妖魔灵,"陈坤,李冰冰,赵文瑄,杨子姗,包贝尔,吉克隽逸"
1155,惊天魔盗团2,"杰西·艾森伯格,马克·鲁弗洛,伍迪·哈里森,戴夫·弗兰科,丹尼尔·雷德克里夫,丽兹·卡潘,周杰伦"
1156,痞子英雄2：黎明升起,"赵又廷,林更新,黄渤,张钧甯,蔡岳勋,修杰楷,关颖,邹承恩,刘碧丽,古力娜扎"
1157,反恐特警组：潜龙突围,"山姆·贾格,阿德琳妮·帕里奇,迈克尔·加·怀特,帕斯卡尔·休顿,泰·奥尔森"
1158,超能追缉,"纳特·沃尔夫,亚瑟·哈卡拉赫蒂,Priyanka,Bose,Iben,Akerlie,Kai,Kolstad,Rødseth,Geir,Kaspersen,Ravdeep,Singh,Bajwa,Sunniva,Lind,Høverstad"
1159,明日之丈,"山下智久,伊势谷友介,香里奈,香川照之,胜矢,茂吕师冈,西田尚美,杉本哲太,倍赏美津子,津川雅彦"
1160,曼谷复仇夜,"马克·达卡斯考斯,Vanida,Golten,Prinya,Intachai,Michael,S.,New,小杉健"
1161,天命英雄,"黄东,Huynh,Dong,邓氏美蓉,云庄,Minh,Thuan,金贤"
1162,抓住外国佬,"梅尔·吉布森,彼得·斯特曼,迪恩·诺里斯,鲍勃·冈顿,索菲亚·斯尼加,斯科特·科恩,凯文·赫尔南德斯,德洛丽丝·赫雷迪亚,帕特里克·波查,斯蒂芬妮·勒梅林"
1163,热血高校,"小栗旬,山田孝之,矢部享佑,远藤宪一"
1164,夺命手机,"夏恩·韦斯特,爱德华·伯恩斯,文·瑞姆斯,马丁·辛,乔纳森·普雷斯,塔玛拉·菲尔德曼,尤里·库琴科"
1165,心理游戏,"迈克尔·道格拉斯,西恩·潘,黛博拉·卡拉·安格,詹姆斯·瑞布霍恩,卡罗尔·贝克"
1166,伸冤人2,"丹泽尔·华盛顿,佩德罗·帕斯卡,艾什顿·桑德斯,奥森·比恩"
1167,杀人锦标赛,"罗伯特·卡莱尔,Robert,Carlyle,文·瑞姆斯,Ving,Rhames,胡凯莉,Kelly,Hu,伊恩·萨默海尔德,利亚姆·坎宁安,Sebastien,Foucan"
1168,猛虎英雄传,"萨尔曼·汗,卡特莉娜·卡芙,吉里什·卡纳德,罗珊·塞斯,兰维尔·肖里,Ashok,Awasthi,Avinash,Badal,Kiran,Batra,Vimal,Batra,Sushma,Batt,Elise,Brennan,Lisa,Byrne,加维·查哈尔,Ahran,Chaudhary,Bittoo,Chaudhary"
1169,法医追凶,"托维诺·托马斯,Mamta,Mohandas,Reba,Monica,John,Srikant,Murali,Saiju,Kurup,Prathap,Pothen,Anwar,Shereef,Renji,Panicker,Rony,David,Ramu,Dhanesh,Anand"
1170,死人的复仇,"科林·法瑞尔,劳米·拉佩斯,多米尼克·库珀,泰伦斯·霍华德,伊莎贝尔·于佩尔"
1171,圣域守护者,"阿留·阿俊,特曼娜·芭蒂亚,普拉卡什·拉贾"
1172,死亡飞车2,"鲁克·高斯,劳伦·科汉,肖恩·宾,文·瑞姆斯,塔尼特·菲尼克斯,帕特里克·利斯特,道比·欧帕瑞,弗雷德里克·凯勒,仇云波,丹尼·特雷霍,乔·瓦兹,Danny,Keogh,Hennie,Bosman,Warrick,Grier,Sean,Higgs"
1173,死亡飞车2000,"西尔维斯特·史泰龙,大卫·卡拉丁,西蒙尼·格里菲斯,玛丽·沃伦诺夫"
1174,雪光之灾,"杰森·莫玛,加瑞特·迪拉胡特,史蒂芬·朗,扎恩·迈克拉农,吉尔·瓦格纳"
1175,怒战狂心,"Ilya,Malakov,Polina,Chernyshova"
1176,花木兰,"李茂,刘楚玄"
1177,天雷地火3之回收大战,"Zach,Galligan,Khrystyne,Haje,Malcolm,McDowell,Michael,Bailey,Smith"
1178,从邪恶中拯救我,"黄政民,李政宰,朴正民,崔嬉序,朴明勋"
1179,十六街区,"布鲁斯·威利斯,茅斯·达夫,大卫·摩斯,珍娜·斯特恩,凯西·山德尔"
1180,双龙出手,"丹泽尔·华盛顿,马克·沃尔伯格,宝拉·巴顿,比尔·帕克斯顿,詹姆斯·麦斯登,弗莱德·沃德,爱德华·詹姆斯·奥莫斯"
1181,斩风刀,"韦娜,陈菲,陈一娜,矢野浩二,宝儿,内森·琼斯"
1182,终极杀阵 2,"萨米·纳塞利,弗雷德里克·迪芬塔尔,玛丽昂·歌迪亚,艾玛·韦克伦德"
1183,终极杀阵 3,"萨米·纳塞利,弗雷德里克·迪芬塔尔,Bernard,Farcy,白灵"
1184,终极杀阵 4,"萨米·纳塞利,弗雷德里克·迪芬塔尔,Bernard,Farcy,艾玛·韦克伦德"
1185,黑帮家族,"罗伯特·德尼罗,米歇尔·菲佛,迪安娜·阿格隆,约翰·德利奥,汤米·李·琼斯,吉米·帕伦博,多米尼克·隆巴多兹,斯坦·卡普,维森特·帕斯托雷,乔恩·弗雷达,小迈克尔·J·帕尼凯利,保罗·鲍格才,安东尼·德西奥,特德·阿尔奇迪,大卫·贝利"
1186,终极杀阵,"萨米·纳塞利,玛丽昂·歌迪亚,弗雷德里克·迪芬塔尔,Manuela,Gourary"
1187,反恐战场,"杰米·福克斯,詹妮弗·加纳,杰森·贝特曼,克里斯·库珀"
1188,特工狂花,"吉娜·戴维斯,塞缪尔·杰克逊,伊芳·齐玛,克雷格·比尔克,汤姆·阿曼德茨,布莱恩·考克斯,帕特里克·麦拉海德,大卫·摩斯,Joseph,McKenna,梅琳娜·卡纳卡罗兹,Dan,Warry-Smith,Kristen,Bone,Jennifer,Pisana,瑞克斯·林恩,Alan,North,艾德文·霍德吉,弗兰克·穆尔,G·D·斯普拉德林,莎珑·华盛顿,朱达·卡茨,Marc,Cohen,查德·多纳拉,肖恩·多伊尔,查尔斯·A·坦伯罗,拉里·金,杰瑞·巴曼,Erin,Gooderham"
1189,航班蛇患,"塞缪尔·杰克逊,朱丽安娜·,玛格丽丝,Nathan,Phillips,雷切尔·布兰卡德"
1190,无所不能,"赫里尼克·罗斯汉,亚米·高塔姆,洛尼特·罗伊,罗伊特·罗伊,纳任迪拉·吉哈,吉里什·库卡尼,萨希杜·拉哈曼,苏雷什·梅农,阿西夫·阿里·贝格,沙棘·乔杜里,海伦娜·方塞卡,帕尔维·雅斯瓦尔,赫希尔德拉·米什拉,罗基·雷纳,玉尔娃希.拉吾塔拉,拉杰·夏尔马"
1191,向日葵,"金来沅,韩正洙,金海淑,许伊在,金秉玉"
1192,通缉令,"詹姆斯·麦卡沃伊,摩根·弗里曼,安吉丽娜·朱莉,特伦斯·斯坦普"
1193,偷天对决,"李秉宪,姜栋元,金宇彬,严志媛"
1194,地狱男爵：血皇后崛起,"大卫·哈伯,米拉·乔沃维奇,金大贤,伊恩·麦柯肖恩,阿利斯泰·皮垂,萨莎·莱恩,托马斯·哈登·丘奇,佩内洛普·米契尔,苏菲·奥康内多,布莱恩·格里森,克里斯蒂娜·克莱伯,阿什丽·艾德纳,道格拉斯·泰特,贝恩·科拉科,阿塔纳斯·斯雷布雷夫,凡妮莎·艾科尔兹,莱拉·莫尔斯"
1195,人皮交易 加长版,"彼得·威勒,朗·普尔曼,杜夫·龙格尔,迈克尔·加·怀特,卢靖姗,托尼·贾"
1196,永生守卫,"查理兹·塞隆,琪琪·莱恩,切瓦特·埃加福,马提亚斯·修奈尔,哈利·米尔林,马尔万·肯扎里,娜塔莎·卡拉姆,安娜玛丽亚·玛琳卡,吴青芸,乔伊·安沙,卢卡·马里内利,Obie,Matthew,亚当·柯林斯,通恰伊·古奈什,拉塞尔·巴洛格,豪尔赫·莱昂·马丁内斯,马汀·麦格,吉尔·阿齐斯"
1197,刑房,"库尔特·拉塞尔,罗莎里奥·道森,罗丝·麦高恩,玛丽·谢尔顿,弗莱迪·罗德里格兹,乔什·布洛林,布鲁斯·威利斯,昆汀·塔伦蒂诺,尼古拉斯·凯奇"
1198,约翰福尔克代号丽莎,"Jakob,Eklund,Joel,Kinnaman,Ruth,Vega,Fernandez"
1199,血腥拼图,"克林特·伊斯特伍德,杰夫·丹尼尔斯,安杰丽卡·休斯顿,旺达·德·杰索斯"
1200,亚历克斯·克洛斯,"泰勒·派瑞,马修·福克斯,瑞秋·尼科尔斯,让·雷诺,吉安卡罗·埃斯波西托,斯蒂芬妮·雅格布森"
1201,终极武器2011,"维杰,Genelia,D'Souza,Hansika,Motwani,Saranya,Mohan,Santhanam,Abhimanyu,Singh,Vincent,Ashokan"
1202,中国英雄联盟之钢管侠,"刘长纯,于震寰"
1203,致命玩笑,"保罗·沃克,斯蒂夫·扎恩,莉莉·索博斯基,布莱恩·雷科内尔,吉姆·比弗,特里·伦纳德,格温达·迪肯,休·达恩,杰伊·埃尔南德斯,沃尔顿·戈金斯,泰德·拉文,帕特里克·罗伯特·史密斯,Jessica,Bowman,Stuart,Stone,Basil,Wallace,Mary,Wickliffe,McKenzie,Satterthwaite,Dell,Yount,Kenneth,White,Luis,Cortés,Michael,McCleery,Rachel,Singer,John,Maynard,Tim"
1204,越狱特别篇：最后一越,"多米尼克·珀塞尔,温特沃斯·米勒,阿莫里·诺拉斯科,罗伯特·克耐普,乔迪·琳·欧基菲,莎拉·韦恩·卡丽丝,威廉·菲克纳,里昂·拉瑟姆,金·寇兹,芭芭拉·伊芙·哈里斯,克里斯·布鲁诺,大卫·斯塔齐克,艾莎·辛德斯,罗莉·佩蒂,埃米·阿奎诺,杰夫·卡希尔,丹德里·泰勒,约瑟夫·威尔,达米安·利克,Ian,Patrick,Williams,Rainbow,Borden,Livia,Treviño,阿莉西亚·拉加诺,多特-玛丽·琼斯,里奇蒙德·阿奎特,,苏芙·布莱德肖,Peggy,Dunne,乔伊·奥格莱斯比,丽"
1205,蝎子王5:灵魂之书,"Zach,McGowan,Nathan,Jones,Peter,Mensah"
1206,蝎子王1,"道恩·强森,胡凯莉,史蒂文·布兰德,迈克·克拉克·邓肯,伯纳德·希尔"
1207,蝎子王2,"迈克尔·科彭,凯伦·戴维,Simon,Quarterman,汤姆·吴,安德雷斯·魏斯涅夫斯基,兰迪·库卓,娜塔莉·贝克尔,杰里米·克鲁齐利,Shane,Manie,Peter,Butler,Chase,Agulhas,Pierre,Marais,Warrick,Grier,泰瑞·诺顿,Az,Abrahams"
1208,蝎子王3,"维克多·韦伯斯特,朗·普尔曼,比利·赞恩"
1209,蝎子王4,"Royce,Gracie,迈克尔·比恩,鲁特格尔·哈尔,卢·弗里基诺,维克多·韦伯斯特,埃斯梅·比安科,巴瑞·波斯威克,伊恩·怀特,艾伦·霍尔曼,威尔·坎普,伊芙·托雷斯,唐龙·威尔逊,布兰登·哈代斯蒂,史蒂芬·邓利维,Julian,Stone"
1210,微笑人生,"文卡泰什·达格巴提,迈赫什·巴布,萨曼莎·鲁斯·帕布,Anjali,Prakash,Raj,Jayasudha,Rohini,Hattangadi,Ravi,Babu,Srinivasa,Reddy"
1211,八级警报,内详
1212,我怒了,"约翰·特拉沃尔塔,阿曼达·舒尔,瑞贝卡·德·莫妮,克里斯托弗·米洛尼"
1213,冰山一角,",玛丽维尔·贝尔杜,阿莱克斯·加西"
1214,密战,"郭富城,赵丽颖,张翰,任达华,张蓝心,朱一龙,于晓光,刘玥心,奚美娟,寇振海,由立平,安亚平,孙耀威,曹操,李滨,涂黎曼,艾如"
1215,反黑行动组,"让·雷诺,卡特琳娜·莫里诺,奥尔本·勒努瓦,奥马尔·迪奥"
1216,澳门风云3,"周润发,刘德华,张家辉,张学友"
1217,复仇者格林,莉莉·旺德比尔特
1218,克利夏,"克利夏·费尔柴尔德,艾利克斯·多布兰口,克里斯·杜贝克,布莱恩·卡瑟"
1219,木乃伊与黄金甲虫,"罗兰·芬豪特,JulianRas,YahyaGaier,东尼·卡斯,珍妮弗·霍夫曼"
1220,洪拳大师,"元秋,黄正利,王憾尘,刘家勇,元菊"
1221,真实的较量,"汉恩斯·詹尼可,卡罗莉内·艾希霍恩"
1222,甜蜜的人生,"李秉宪,申敏儿,吴达洙,黄政民"
1223,反黑行动,"申军谊,耿晓璐,吴忆强,张涵晰,袁兴哲,程前"
1224,飞尸,"罗烈,谷峰,白彪"
1225,兽心,"黄锦燊,李修贤,李影"
1226,乞力马扎罗的雷,"Tobias,Hoesl,埃琳娜·庞贝"
1227,蛇蝎夜合花,宫雪花
1228,横行天下,"ChuckNorris,LouisGossettJr."
1229,功夫猴拳,"梁小龙,刘家辉,苗苗"
1230,辛巴达和阿里发,"罗勃特·马尔科姆,索妮亚·威尔森,琪琪·鲍诺斯,斯巴塔考·肯沃西,阿图罗·道米尼西"
1231,美国博仔,"万梓良,狄威"
1232,逃离扎兰,"尤·伯连纳,萨尔·米涅奥,杰克·瓦尔登JackWarden,马德琳·鲁"
1233,熊山恩仇记,"克林特·沃克,玛莎·海尔,基南·怀恩,南希·库尔普"
1234,连锁大阴谋,迈克尔·杜迪考夫
1235,摩天雄鹰,"柯宾·伯恩森,布鲁斯·佩恩,娜塔亚·安德雷琴科,兰斯·亨利克森,迈克尔切姆平,丹尼斯·克里斯托弗"
1236,哈克回来了,"艾伦·阿金,迈克尔·莱利"
1237,一条龙,"卫子云,孟婷,易原,柯佑民,孙越,吳燕,雷鸣,柯受良"
1238,好小子的下一招,"刘忠良,龙君儿,韩苏,程清,王太郎"
1239,瓶中鲨,"丹尼·努齐,本·戈扎那,姚志丽"
1240,女逃犯,"陈惠敏,高宝树,胡锦,高雄,頌巴"
1241,两个警察2,"朴重勋,金宝城,池秀媛"
1242,终极忍者,"黄圣依,李子雄,黄子华"
1243,棋逢对手,"斯特兰·斯卡斯加德,凯迪亚·弗林特,Burkhard,Driest,Susanne,Lothar,Karl,Heinz,Maslo,Heikko,Deutschmann"
1244,执法威龙,",大岛由加利,李子雄,高飞,仇云波,林迪安,成奎安"
1245,广东靓仔玉,"汪禹,黄正利,蒋金,杨盼盼,元德"
1246,日月神童,"冯宝宝,欧阳佩珊,石坚"
1247,小姐当差,"潘迎紫,夏玲玲,雪梨,廖伟雄,张敏婷"
1248,科学救援组,"马提亚斯·布伦纳,彼得·吕尔林,Bettina,Engelhardt,Michou,"
1249,秘笈追踪,"王琦,徐向东,于承德,贾康熙"
1250,黑帮战将,"午马,吴毅将,林威"
1251,绝壁逢生,马库斯·格雷厄姆
1252,皇家飛鳳,"杨盼盼,颜莉AnhLee,孟秋ChuiMeng"
1253,狱凤,"惠英红,尹扬明,钱小豪,罗烈"
1254,危情追踪,"钱小豪,杨丽菁,周比利,高飞,刘兆铭,曾航生,杨盼盼,"
1255,决斗恶虎岭,"赵雷,乐蒂,乔宏"
1256,刀剑霸王拳,"陈全,罗烈,欧立保,黄家达,郑富雄"
1257,小鬼奇兵,"李赛凤,谷峰,鲁亦诗,陈强"
1258,英勇少年,"CarolineDhavernas,AmySloan,VlastaVrana"
1259,疑案忠魂,"刘威,吴辰君,闫妮,戈治均"
1260,龙虎列传,"胡渭康,午马,徐少强"
1261,一剑封喉,"詹姆斯·布思,本·克劳斯,迈克尔·艾恩塞德"
1262,复仇之旅,"FabioTesti,AgostinaBelli,JorgeRivero"
1263,终极格斗,"王嘉明,李煒成,劉家榮,姚詠雯,汤镇业,"
1264,天剑绝刀：大结局,"陈宝珠,雪妮,曾江,罗爱嫦,石坚"
1265,一帮坏家伙,"王子腾,铁牛,贾晨飞"
1266,掠夺者,"布鲁斯·威利斯,克里斯托弗·米洛尼,戴夫·巴蒂斯塔,艾德里安·格尼尔,特夏斯·巴特尔,塔拉·霍尔特"
1267,龙拳小子,"刘芮麟,林秋楠,童飞,梁超,吴永伦,余薇薇,郝怡霖,王皓祯,陈浩民,金巧巧,曹云金,李尚翼,鄂靖文,刘闯,张欣源,魏炜,王韦程,高爽,徐亚洲,孙征宇"
1268,24小时：末路重生,"伊桑·霍克,许晴,保罗·安德森,鲁特格尔·哈尔,利亚姆·坎宁安,坦娅·范·格拉恩,娜塔莉·博尔特,比约恩·施泰因巴赫"
1269,超级强盗,"凯特·绒,Thanh,Pham,彼得·马吉克·阮,杭林庄英,梅世侠,清美,吴青芸,刘太旿"
1270,箭头,"Dan,Mor,Aleisha,Rose,绍恩·米卡里夫,Mark,Redpath,克里斯托弗·卡比"
1271,王牌保安,"本·金斯利,安东尼奥·班德拉斯,连姆·麦肯泰尔,汪东城,查德·林德伯格,加布里埃拉·赖特,黎烈弓,马克·史密斯,巴沙尔·拉海尔"
1272,机器之血,"成龙,罗志祥,欧阳娜娜,夏侯云姗,卡兰·马尔韦,泰丝·哈乌布里奇,吉娜·卡拉诺"
1273,西游记之锁妖封魔塔,"于尚民,张植绿,覃培军,张雪艳,李宏磊,杨鹏,梅寒,陈典伟,程世宇,陈"
1274,西游记八戒降妖,"韩飞,张艺宣"
