-38
-37
-38
-38
-39
-36
-39
-40
-31
-36
-34
-28
-37
-40
-38
-39
-35
-36
-40
-39
-37
-34
-36
-33
-34
-33
-37
-39
-36
-39
-41
-40
-41
-33
-39
-41
-38
-40
-37
-36
-34
-33
-35
-36
-41
-34
-36
-35
-36
-33
-37
-38
-34
